WKT,networkGrp
"LINESTRING (7631552.98513286 12981873.4086055,7631508.6383546 12981925.4165236,7631353.65745329 12982115.6711832,7631261.50838537 12982228.801282,7631122.69862515 12982399.1254754,7631114.42206264 12982409.2957066,7631016.84465361 12982529.141525,7630946.59055964 12982615.3912551,7630909.09089641 12982661.4203029,7630851.64024578 12982731.9297282,7630763.76795745 12982839.7926394,7630694.14772226 12982925.2253258,7630688.34819965 12982932.3381421,7630266.36265003 12983450.2186183,7630252.40673604 12983467.4793193,7630168.01751099 12983571.558544,7630028.99582481 12983743.004347,7629824.12757702 12983995.6500753,7629818.19181214 12984002.9780219,7629660.80442048 12984192.0284673,7629555.15535115 12984318.9196799,7629473.20933793 12984417.3404909,7629316.24100853 12984605.8247654)",
"LINESTRING (7629613.49295464 12979886.331962,7629811.32782311 12980107.3812954)",
"LINESTRING (7631871.24659849 12980419.8351093,7631918.92060028 12980445.3395264,7631962.75963077 12980437.2267884,7632018.90937904 12980423.0539509,7632141.79387149 12980396.5627549,7632160.19104918 12980398.6631441,7632176.39132879 12980408.1230182,7631983.84253212 12980667.8349479,7631973.10513244 12980677.0034158,7631958.3256221 12980680.4706658,7631944.8531636 12980677.7963886,7631929.41167732 12980627.6244725,7631894.28481024 12980487.8316524,7631886.39284196 12980467.5404465,7631862.93114054 12980441.1028351)",
"LINESTRING (7630630.40384625 12985369.1029241,7630948.87274042 12984866.4580087,7630954.76998155 12984856.8221021,7631276.30258181 12984331.0549254,7631288.52618291 12984311.1255865,7631470.20106876 12984015.602909,7631636.98372553 12983744.2593768,7631814.52837929 12983460.004466,7631884.26129609 12983348.3692119,7631966.5297283 12983215.8640264,7631976.50755229 12983199.5297964,7632298.12434196 12982672.330011,7632337.40108691 12982607.2162924)",
"LINESTRING (7629588.64715736 12979905.9111449,7629251.62329948 12979537.3617746)",
"LINESTRING (7626236.11047205 12984748.672786,7626248.72879508 12984728.014808,7626810.92077478 12983822.9989505,7627136.76764347 12983294.8930616,7627164.29142689 12983249.7396171,7627502.24037609 12982685.2631193,7627818.38050368 12982179.1019827,7627823.24124046 12982171.3345681,7628046.52670276 12981813.7212535,7628153.75883302 12981641.9402799,7628224.30146864 12981555.4841292,7628241.98062104 12981533.8262884,7628323.80174083 12981431.8407972,7628659.98433748 12981021.110145,7628741.73359518 12980921.235869,7628827.17913895 12980816.4828893,7628959.79400631 12980653.8844483,7629164.8756562 12980402.7800554,7629176.09007442 12980388.9807102,7629256.64643226 12980289.895689,7629347.15206682 12980178.8964776,7629371.81809852 12980148.6572724)",
"LINESTRING (7629555.42292388 12979969.258222,7629678.68078694 12979889.3709836)",
"LINESTRING (7630150.25965249 12980507.5006395,7630107.66406083 12980484.4922252)",
"LINESTRING (7629796.62595886 12980152.3413531,7629754.77037886 12980116.6644141,7629712.14695821 12980087.2547662,7629674.95201465 12980067.554025,7629640.06181752 12980057.087423,7629608.93969511 12980042.4096243,7629566.49312615 12980023.8114814,7629529.79170165 12979982.9035651,7629517.91990807 12979931.3750117)",
"LINESTRING (7629797.45731394 12980119.850185,7629588.64715736 12979905.9111449)",
"LINESTRING (7629811.32782311 12980107.3812954,7630169.38088003 12980490.7806002,7630500.12351374 12980850.7416207)",
"LINESTRING (7629239.55292414 12979423.7979692,7629305.07521377 12979374.9964651,7629308.04512207 12979372.7755411,7629366.45979926 12979342.6636147,7629377.63298431 12979336.900378,7629471.43885884 12979316.9772419,7629608.02433466 12979304.3034608,7629697.96565034 12979314.5238954,7629807.59312276 12979340.0434555,7629828.19980583 12979348.4373175,7629878.6565597 12979368.4139967)",
"LINESTRING (7630232.45672233 12980531.6053662,7630507.51423579 12980816.824376,7630878.72017301 12981205.8767275,7630902.94794669 12981230.6475827,7631299.55153241 12981636.3554289,7631552.98513286 12981873.4086055,7631894.95914312 12982193.2935963,7631907.18759757 12982204.7361315,7631912.71482976 12982209.8939004,7632248.47443276 12982524.0187648,7632337.40108691 12982607.2162924,7632357.04525652 12982625.4286476,7632482.66911959 12982741.3478732)",
"LINESTRING (7631269.22124885 12979968.0764544,7631288.68214203 12979983.3897719,7631505.23386211 12980145.6211418,7631871.24659849 12980419.8351093)",
"LINESTRING (7630778.22246382 12979607.2212888,7630749.35556614 12979619.6148072,7630706.11693564 12979627.3807774,7630203.86470581 12979754.5824427,7630192.73591932 12979752.65028,7630190.04279871 12979744.0034387,7630194.72481499 12979736.4791279,7630206.03225116 12979728.8006486)",
"LINESTRING (7629950.50670796 12979020.2024139,7629867.77671715 12979242.2463253)",
"LINESTRING (7629517.91990807 12979931.3750117,7629524.0988037 12979900.1795181,7629561.80253706 12979849.0214462,7629615.59211354 12979823.6225593)",
"LINESTRING (7630203.00961111 12980589.7591994,7630079.06598009 12980740.5308632,7630053.52850132 12980771.9859874,7629893.17400927 12980969.5016435,7629807.26803469 12981072.8300138,7629797.32142017 12981084.8019852,7629616.95570643 12981302.5941189,7629589.36672898 12981336.2730009,7629524.73108783 12981415.1330677,7629373.64653871 12981599.4766907,7629281.12533602 12981712.3704307,7629185.06555077 12981829.5585838,7629149.32905173 12981873.1585801,7629101.98356633 12981930.9336689,7629071.2230099 12981968.4553165,7628948.30404129 12982118.4084723,7628934.68508042 12982147.7815658,7628821.63487448 12982284.7134198,7628728.60181921 12982397.3666974,7628613.84204809 12982536.3542702,7628230.479645 12983133.6371361,7628172.78753574 12983227.029455,7628115.19667398 12983320.2201418,7628048.21121108 12983428.6225441,7628042.80399737 12983437.3693059,7628016.02091734 12983482.4666957,7627979.74718516 12983544.8081895,7627893.5414567 12983687.4343037)",
"LINESTRING (7629582.81530079 12982744.0165739,7629611.24621512 12982732.6297048,7629627.62095517 12982713.7128203,7629731.04877478 12982588.2458017,7629828.88706627 12982469.5839243,7629993.75003459 12982269.560892,7630417.60733381 12981753.6652269,7630426.09361329 12981743.4391274,7630647.68645494 12981476.0896725,7630818.22996499 12981269.1204882,7630878.72017301 12981205.8767275)",
"LINESTRING (7632100.01000347 12977873.5414235,7632348.30609818 12978916.9356868,7632358.15353724 12978958.3190917,7632732.10409897 12980531.1627052,7632765.31840592 12980670.9679379,7633002.22935527 12981668.5081027,7633248.80287841 12982707.4780495,7633258.41940428 12982748.0333687)",
"LINESTRING (7633248.80287841 12982707.4780495,7633190.73210739 12982741.7412934,7633130.07671908 12982774.4126156,7633075.12250226 12982761.3227337,7633020.50239141 12982730.8285095,7632992.58353318 12982694.0734221,7632779.44533257 12981842.2811767,7632765.51992781 12981786.6650548,7632688.74686889 12981480.0328218,7632663.94691457 12981377.646522,7632597.17448739 12981113.7050095,7632495.33246299 12980661.9193113,7632482.09997106 12980603.2986017,7632475.08514551 12980573.6179291,7632095.4697397 12978968.9466299,7632079.67151054 12978902.230385,7631908.76671334 12978180.4876964,7631874.34640855 12978035.1854985,7631892.76662779 12977969.371544,7631932.3844097 12977911.2919801,7631995.83403936 12977876.8273815,7632100.01000347 12977873.5414235)",
"LINESTRING (7632732.10409897 12980531.1627052,7632712.91705962 12980581.6724851,7632685.73589449 12980615.9157633,7632631.20927022 12980631.1607371,7632495.33246299 12980661.9193113)",
"LINESTRING (7632765.31840592 12980670.9679379,7632729.66110969 12980633.4130487,7632703.90714635 12980621.3246148,7632685.73589449 12980615.9157633)",
"LINESTRING (7631887.77675548 12980451.0997457,7631918.92060028 12980445.3395264,7631962.75963077 12980437.2267884,7632018.90937904 12980423.0539509,7632141.79387149 12980396.5627549,7632160.19104918 12980398.6631441,7632176.39132879 12980408.1230182,7631983.84253212 12980667.8349479,7631973.10513244 12980677.0034158,7631958.3256221 12980680.4706658,7631944.8531636 12980677.7963886,7631929.41167732 12980627.6244725,7631894.28481024 12980487.8316524,7631887.77675548 12980451.0997457)",
"LINESTRING (7631031.31625171 12976419.3176109,7631183.0880044 12976530.432264,7631212.09928862 12976551.5309533,7631501.92673172 12976761.1800096,7631471.98955144 12976793.45235,7631417.33156958 12976849.9927296,7631333.64171212 12976947.9553671,7631259.85959584 12977048.815273,7631242.31136448 12977077.6157095,7630959.19352141 12976873.1283214,7630940.60509002 12976859.7105037,7630789.18678062 12976750.346093,7630801.28370509 12976733.7561955,7631004.23422861 12976452.0038462,7631031.31625171 12976419.3176109)",
"LINESTRING (7632482.66911959 12982741.3478732,7632546.33350023 12982817.0929242)",
"LINESTRING (7633010.84251903 12983300.512753,7632839.7541361 12983158.6641976,7632707.95030883 12983036.3910818,7632483.77918326 12982829.0379766)",
"LINESTRING (7632483.77918326 12982829.0379766,7632399.69838362 12982766.0866598)",
"LINESTRING (7632546.33350023 12982817.0929242,7632746.09063508 12983000.3932003,7632910.88482344 12983152.02303,7633073.88493806 12983320.5710494)",
"LINESTRING (7632182.09094236 12982564.1589943,7632107.32927366 12982478.4918391)",
"LINESTRING (7631643.2995892 12981991.5356702,7631807.98207725 12982128.3439415,7632154.58233101 12982452.5873738)",
"LINESTRING (7632154.58233101 12982452.5873738,7632248.47443276 12982524.0187648)",
"LINESTRING (7632107.32927366 12982478.4918391,7631757.16796124 12982146.5423975,7631559.97865658 12981946.9443564)",
"LINESTRING (7631269.22124885 12979968.0764544,7631647.59704805 12979358.0144495,7631660.84299986 12979336.6509612,7631678.4466599 12979306.2962651,7631693.4553794 12979281.9212921,7631723.02462324 12979233.8910744,7631828.15017638 12979086.9148992,7631924.34541075 12978968.2617102)",
"LINESTRING (7632528.8185239 12982298.1004268,7633540.81014787 12980663.1467532,7634457.82513298 12979180.6409856)",
"LINESTRING (7628975.10995543 12979063.0699737,7629083.96598922 12979230.1537733,7629130.42444108 12979295.4698037,7629207.19896429 12979390.6505989,7629214.26523158 12979398.4002642,7629223.44223964 12979407.6139743,7629239.55292414 12979423.7979692,7629251.26766548 12979437.2279661,7629297.8612853 12979489.9922278,7629457.82997006 12979667.3137818,7629641.99123036 12979888.6373501)",
"LINESTRING (7630206.03225116 12979728.8006486,7630388.65150603 12979684.6791498,7630565.26869975 12979642.0164407,7630731.07452405 12979601.9472168,7630761.46642375 12979594.7608694)",
"LINESTRING (7630484.41161019 12980870.4523729,7630150.25965249 12980507.5006395)",
"LINESTRING (7629981.58907316 12980227.1380188,7630108.07594096 12980364.4224212,7630152.01861064 12980411.1048898,7630200.12592716 12980483.0666743,7630232.45672233 12980531.6053662)",
"LINESTRING (7629687.15169773 12979942.9284576,7629635.20048211 12979980.1160455,7629539.79144281 12980055.1967828,7629492.05673654 12980101.1668712,7629423.85365107 12980166.8386514,7629373.82699669 12980192.0700839)",
"LINESTRING (7629576.87469197 12980003.7275031,7629486.27404258 12980070.5144274,7629418.80822434 12980136.7391942,7629373.82699669 12980192.0700839)",
"LINESTRING (7631912.71482976 12982209.8939004,7631865.06865133 12982263.4718807,7631734.34580502 12982422.1953147,7631679.64753702 12982489.5706384,7631476.87779755 12982731.1320383,7631467.30486567 12982742.5317936,7631429.90264047 12982789.0051229,7630992.43517005 12983329.0512967,7630619.10992609 12983781.3436842,7630605.47257618 12983797.8431601,7630540.17326047 12983879.7072578,7630462.11422276 12983977.5790098,7630180.61135343 12984331.439885,7630174.48657551 12984339.1409161,7629988.92090265 12984567.5598496,7629903.52885183 12984672.6671954,7629767.52218574 12984848.1515288,7629751.96056113 12984874.985568)",
"LINESTRING (7629371.81809852 12980148.6572724,7629398.36553683 12980116.1035553,7629467.50429716 12980043.0078265,7629555.42292388 12979969.258222)",
"LINESTRING (7629578.25790344 12979924.2005399,7629641.99123036 12979888.6373501)",
"LINESTRING (7629578.25790344 12979924.2005399,7629521.74799219 12979868.7248114,7629443.04914398 12979785.3882912,7629380.95359342 12979718.2256414,7629370.7902953 12979707.2293524,7629364.49139334 12979700.4086087,7629166.40508126 12979486.2005244,7629162.21072747 12979481.6692849,7629013.82572686 12979289.0756113)",
"LINESTRING (7630150.46463148 12980446.0322781,7630159.03434641 12980466.2894823,7630169.38088003 12980490.7806002)",
"LINESTRING (7629837.16462803 12980189.7802601,7629796.62595886 12980152.3413531)",
"LINESTRING (7629641.99123036 12979888.6373501,7629687.15169773 12979942.9284576)",
"LINESTRING (7629641.99123036 12979888.6373501,7629700.74444581 12979852.4984306,7629832.08771658 12979760.6062727,7629892.96015803 12979732.2260981,7629917.67899033 12979718.5567744,7629934.00267054 12979709.5165722,7630023.76907336 12979659.8703475,7630118.95244442 12979552.3813924,7630181.50185421 12979448.6250619,7630312.74526247 12979169.9881536)",
"LINESTRING (7630312.74526247 12979169.9881536,7630402.16009235 12978963.6694726,7630434.41404227 12978881.6059569)",
"LINESTRING (7630914.83785114 12977781.895448,7631021.28768821 12977544.8322921,7631136.00063588 12977271.1426667,7631195.31246017 12977154.7545361,7631242.31136448 12977077.6157095,7631259.85959584 12977048.815273,7631333.64171212 12976947.9553671,7631417.33156958 12976849.9927296,7631471.98955144 12976793.45235,7631501.92673172 12976761.1800096,7631521.36810589 12976742.3890692,7631636.65229347 12976641.1689782,7631696.28588423 12976597.6626147,7631770.13193406 12976551.1951536,7631856.08682459 12976497.8402917,7631899.75584407 12976474.3796974,7631961.7822904 12976441.0395816,7631999.46957666 12976425.1820264,7632011.19980523 12976420.0759701,7632053.54331946 12976402.4395228,7632141.9219528 12976363.0355288,7632258.60547353 12976324.1871893,7632455.44992649 12976261.8235464,7632479.17743812 12976252.565941,7632596.17314867 12976206.9324354,7632613.44990315 12976202.2000296,7632776.51979312 12976157.4568833)",
"LINESTRING (7631255.90517324 12979991.9577113,7631062.80693117 12979850.0180727,7630749.35556614 12979619.6148072,7630731.07452405 12979601.9472168,7630694.6392472 12979562.5083845,7630665.21958051 12979498.8525876,7630660.75886456 12979486.7696341,7630499.05804484 12979048.1735832)",
"LINESTRING (7629729.81977578 12984861.2935735,7629765.19803401 12984814.4640645,7629905.0957337 12984642.3296171,7630161.47381098 12984326.8061921,7630167.56470674 12984319.1594791,7630526.10347512 12983869.5621774,7630592.80235466 12983785.9124307,7630607.02265097 12983769.9648371,7631024.1154209 12983255.3957933,7631099.66861309 12983162.1516942,7631190.68160809 12983049.8631625,7631291.29552418 12982925.700145,7631414.84455738 12982773.2151438,7631451.58329405 12982727.6295139,7631461.01745123 12982716.2753293,7631569.31956303 12982586.1281518,7631663.33291428 12982472.9615971,7631727.55513713 12982395.6449015,7631849.55802182 12982248.7596562,7631894.95914312 12982193.2935963)",
"LINESTRING (7632735.36553889 12984211.0697182,7632838.49865768 12984042.7822913,7632852.1839027 12984020.6447096,7633081.19714227 12983650.1797535,7633098.27418083 12983621.1775083,7633181.03378852 12983480.6585754,7633222.68118699 12983416.3266307,7633307.81463519 12983266.1380824,7633410.84064273 12983114.3260359,7633516.23826867 12982982.8658775,7633611.89370513 12982890.7842194,7633699.20491793 12982792.3899439,7633770.76884787 12982690.9560559,7634025.83633133 12982105.5454377,7634191.14013073 12981845.8284476,7634778.76024179 12980906.0570494,7635443.38972561 12979832.8099983,7635531.20219072 12979684.5770732,7635540.99901985 12979669.2879388,7635681.39481808 12979450.4454324,7635841.22104996 12979187.7734943)",
"LINESTRING (7628652.17159053 12980827.2127803,7628719.87992533 12980784.8544587,7628747.18263871 12980778.9815773,7628787.8884665 12980786.7278496,7628827.17913895 12980816.4828893,7628959.79400631 12980653.8844483,7628769.4317526 12980457.0504299,7628747.56251215 12980483.7134251,7628575.87715298 12980701.251003,7628555.17582199 12980725.3618964,7628652.17159053 12980827.2127803)",
"LINESTRING (7629139.70220078 12980003.4219659,7629264.41992994 12980108.9238076,7629347.15206682 12980178.8964776)",
"LINESTRING (7629264.41992994 12980108.9238076,7629419.54434792 12979937.5023941,7629295.87147463 12979810.4653878,7629267.73561925 12979845.6465041,7629139.70220078 12980003.4219659,7629264.41992994 12980108.9238076)",
"LINESTRING (7629139.70220078 12980003.4219659,7629264.41992994 12980108.9238076,7629347.15206682 12980178.8964776,7629256.64643226 12980289.895689,7629190.07036004 12980230.2587739,7629173.30328297 12980249.1172826,7629140.2394362 12980221.4731946,7629083.38111429 12980288.5475753,7628990.39691064 12980187.8143559,7629139.70220078 12980003.4219659)",
"LINESTRING (7629140.2394362 12980221.4731946,7629173.30328297 12980249.1172826,7629190.07036004 12980230.2587739,7629256.64643226 12980289.895689,7629176.09007442 12980388.9807102,7629083.38111429 12980288.5475753,7629140.2394362 12980221.4731946)",
"LINESTRING (7628769.4317526 12980457.0504299,7628959.79400631 12980653.8844483,7629164.8756562 12980402.7800554,7629071.43051514 12980301.191294,7628979.48353061 12980201.2728714,7628769.4317526 12980457.0504299)",
"LINESTRING (7629503.08101379 12980767.5756193,7629322.23526777 12980974.6502703,7629288.06076989 12981019.6195668,7628976.21095632 12980687.7857563,7629186.70098416 12980426.6140916,7629503.08101379 12980767.5756193)",
"LINESTRING (7629503.08101379 12980767.5756193,7629322.23526777 12980974.6502703,7629616.95570643 12981302.5941189,7629797.32142017 12981084.8019852,7629503.08101379 12980767.5756193)",
"LINESTRING (7629425.45797124 12980659.131933,7629725.90834865 12980359.8506685,7629492.05673654 12980101.1668712,7629423.85365107 12980166.8386514,7629373.82699669 12980192.0700839,7629197.89718085 12980412.5960842,7629425.45797124 12980659.131933)",
"LINESTRING (7629725.90834865 12980359.8506685,7630079.06598009 12980740.5308632,7630053.52850132 12980771.9859874,7629893.17400927 12980969.5016435,7629807.26803469 12981072.8300138,7629425.45797124 12980659.131933,7629725.90834865 12980359.8506685)",
"LINESTRING (7630302.65127807 12978522.0479192,7630229.22658279 12978558.9275184,7630047.14683567 12978762.373217,7629835.78906538 12978849.9425319,7629803.1535246 12979034.4789379,7629839.02037165 12979033.0561237,7629921.02593282 12979030.6471642,7629950.50670796 12979020.2024139,7630013.49758705 12978985.3543509,7630049.3487699 12978964.3852321,7630121.34758815 12978922.2535842,7630176.99206564 12978869.5706572,7630369.31291807 12978692.1168882,7630302.65127807 12978522.0479192)",
"LINESTRING (7630049.3487699 12978964.3852321,7630097.16483035 12979090.2631578,7630402.16009235 12978963.6694726,7630434.41404227 12978881.6059569,7630369.31291807 12978692.1168882,7630176.99206564 12978869.5706572,7630121.34758815 12978922.2535842,7630049.3487699 12978964.3852321)",
"LINESTRING (7629835.78906538 12978849.9425319,7629831.10663789 12978810.2408513,7629812.52760781 12978652.641969,7629667.55994711 12978499.8808345,7630093.4803483 12977927.8518651,7630202.77541798 12978230.6468918,7630302.65127807 12978522.0479192,7630229.22658279 12978558.9275184,7630047.14683567 12978762.373217,7629835.78906538 12978849.9425319)",
"LINESTRING (7630049.3487699 12978964.3852321,7630097.16483035 12979090.2631578,7630402.16009235 12978963.6694726,7630312.74526247 12979169.9881536,7630181.50185421 12979448.6250619,7630118.95244442 12979552.3813924,7630023.76907336 12979659.8703475,7629934.00267054 12979709.5165722,7629917.67899033 12979718.5567744,7629892.96015803 12979732.2260981,7629832.08771658 12979760.6062727,7629700.74444581 12979852.4984306,7629641.99123036 12979888.6373501,7629457.82997006 12979667.3137818,7629297.8612853 12979489.9922278,7629251.26766548 12979437.2279661,7629239.55292414 12979423.7979692,7629223.44223964 12979407.6139743,7629214.26523158 12979398.4002642,7629207.19896429 12979390.6505989,7629130.42444108 12979295.4698037,7629083.96598922 12979230.1537733,7629267.09099685 12979005.469272,7629366.09140229 12978919.0442257,7629467.45581585 12978845.7274857,7629597.7476195 12978835.8542378,7629668.03502667 12978836.2151672,7629777.7393963 12978827.2824271,7629831.10663789 12978810.2408513,7629835.78906538 12978849.9425319,7629803.1535246 12979034.4789379,7629839.02037165 12979033.0561237,7629921.02593282 12979030.6471642,7629950.50670796 12979020.2024139,7630013.49758705 12978985.3543509,7630049.3487699 12978964.3852321)",
"LINESTRING (7629917.67899033 12979718.5567744,7629876.79903577 12979685.2440246,7629849.39040328 12979666.7948635,7629818.60983343 12979633.7006793,7629794.96661135 12979603.6350143,7629750.98878641 12979572.7853344,7629677.79469746 12979550.9598066,7629597.77970603 12979559.0627319,7629589.66889289 12979559.7616173,7629563.28657356 12979562.0332491,7629537.64932473 12979547.4748899,7629480.98283294 12979485.6914943)",
"LINESTRING (7630030.55337646 12979530.3482833,7629964.99026854 12979471.5442791,7629957.76521401 12979464.2606742,7629956.18294502 12979459.6779081,7629971.4424764 12979440.6120514)",
"LINESTRING (7629849.39040328 12979666.7948635,7629840.37663809 12979711.412034,7629814.78256148 12979738.044223,7629768.5437507 12979753.2236386,7629699.58261206 12979747.9895089,7629648.46991722 12979730.840218,7629615.75685592 12979709.7867739,7629580.48123703 12979679.4526817,7629554.644385 12979641.7487533,7629550.58577823 12979614.8086369,7629559.22117672 12979596.4644397,7629567.30695886 12979584.1079302,7629573.49542208 12979574.6587445,7629589.66889289 12979559.7616173)",
"LINESTRING (7629271.19560492 12979319.2379031,7629290.60294586 12979292.2641783,7629308.01103416 12979270.4886363,7629315.18010743 12979261.5184223,7629387.05521355 12979171.5533816,7629482.94469411 12979093.3621082,7629656.18390129 12979040.3064536,7629803.1535246 12979034.4789379,7629839.02037165 12979033.0561237,7629921.02593282 12979030.6471642,7629950.50670796 12979020.2024139,7630013.49758705 12978985.3543509,7630049.3487699 12978964.3852321,7630121.34758815 12978922.2535842,7630176.99206564 12978869.5706572,7630369.31291807 12978692.1168882)",
"LINESTRING (7629368.22685094 12979448.6868394,7629405.67169858 12979493.6113514,7629444.6194142 12979480.9989928,7629518.8585516 12979465.4791689,7629594.53666662 12979460.4798721,7629641.54152181 12979465.6891928,7629649.12331931 12979467.2229854,7629647.87909045 12979469.8962255,7629641.77481845 12979486.1232159,7629687.84417221 12979491.5604428,7629692.72952264 12979478.5686199,7629693.97422156 12979476.1782212,7629731.17636394 12979483.9911905,7629731.53856992 12979491.8461948,7629736.9744008 12979505.5143405,7629746.59446868 12979516.6053873,7629759.31560496 12979523.917863,7629773.47810514 12979526.645095,7629787.78443526 12979524.6390533,7629800.70043022 12979518.1319792,7629807.95663746 12979510.7595533,7629817.76072778 12979514.4295684,7629848.93256091 12979534.2396137,7629836.73780997 12979555.965413,7629814.31767509 12979572.8546207,7629831.36670837 12979597.7431091,7629847.09518248 12979584.9793387,7629865.87401273 12979565.8242485,7629872.93751331 12979551.8134173,7629916.13223435 12979584.4549956,7629945.88284496 12979617.3977509,7629993.54300059 12979574.1251168,7629970.83570294 12979550.3880668,7629964.35934183 12979535.130078,7629951.43662779 12979523.8867288,7629940.36629607 12979518.6000056,7629888.72993907 12979479.1054669,7629887.32803953 12979463.6329636,7629879.15801758 12979439.2208466,7629862.43362762 12979414.5540878,7629836.39186882 12979436.5562134,7629845.63672388 12979445.9818801,7629852.46006182 12979457.6686879,7629810.07041762 12979438.3396978,7629752.51074516 12979419.1797192,7629743.55120137 12979376.3616448,7629712.35898569 12979390.6183771,7629697.01221166 12979401.2455777,7629695.51494906 12979400.7095978,7629635.95524951 12979391.0050953,7629598.78508535 12979393.4224526,7629468.77494259 12979406.2672734,7629397.99211547 12979430.3422989,7629368.22685094 12979448.6868394)",
"LINESTRING (7635540.42105509 12979690.4432587,7635531.20219072 12979684.5770732,7634564.32053596 12979088.744623,7634529.06952833 12979065.4457996,7632923.73175306 12978072.8972356,7632888.12725295 12978050.8928667,7632554.34964806 12977844.5868478,7632278.10523256 12977677.9774749,7632206.11192782 12977656.9242558,7632097.49919699 12977676.1847143,7631929.48486446 12977719.5004468,7631754.1841305 12977774.8217471,7631602.11918915 12977865.607728,7631506.02783772 12977946.897573,7631432.10411467 12978028.0078753,7631246.62172966 12978317.4635922,7630929.04738809 12978843.0212019,7630915.94187293 12978864.0909879)",
"LINESTRING (7631597.28580164 12977284.188501,7631277.21169517 12977097.9333677,7631242.31136448 12977077.6157095,7630959.19352141 12976873.1283214,7630940.60509002 12976859.7105037)",
"LINESTRING (7630565.26869975 12979642.0164407,7630617.25075487 12979593.9257146,7630645.69839357 12979533.4901021,7630660.75886456 12979486.7696341)",
,
"LINESTRING (7635357.59635989 12979253.0641219,7635681.39481808 12979450.4454324,7635540.99901985 12979669.2879388,7635365.17162369 12979559.8680774,7635223.29412061 12979471.454082,7635357.59635989 12979253.0641219)",
"LINESTRING (7630053.52850132 12980771.9859874,7630221.62875709 12980925.4177841,7630354.91580834 12980757.4855932,7630203.00961111 12980589.7591994,7630079.06598009 12980740.5308632,7630053.52850132 12980771.9859874)",
"LINESTRING (7630221.62875709 12980925.4177841,7630197.23204075 12980955.002768,7630065.99063343 12981114.177121,7629893.17400927 12980969.5016435,7630053.52850132 12980771.9859874,7630221.62875709 12980925.4177841)",
"LINESTRING (7630065.99063343 12981114.177121,7629960.11380062 12981238.4487597,7629807.26803469 12981072.8300138,7629893.17400927 12980969.5016435,7630065.99063343 12981114.177121)",
"LINESTRING (7630524.93564031 12980945.2407884,7630388.94804533 12981122.6371263,7630325.57704866 12981205.712294,7630477.92495349 12981333.6019146,7630647.68645494 12981476.0896725,7630818.22996499 12981269.1204882,7630524.93564031 12980945.2407884)",
"LINESTRING (7629589.36672898 12981336.2730009,7629747.3037108 12981515.9841507,7629894.3180302 12981684.7196177,7630108.54740748 12981422.8871052,7629797.32142017 12981084.8019852,7629616.95570643 12981302.5941189,7629589.36672898 12981336.2730009)",
"LINESTRING (7630197.23204075 12980955.002768,7630388.94804533 12981122.6371263,7630524.93564031 12980945.2407884,7630354.91580834 12980757.4855932,7630221.62875709 12980925.4177841,7630197.23204075 12980955.002768)",
"LINESTRING (7630388.94804533 12981122.6371263,7630325.57704866 12981205.712294,7630223.19901747 12981327.4789807,7630136.30280027 12981429.3712673,7630126.42655814 12981418.3031841,7630119.06072661 12981410.0420269,7629960.11380062 12981238.4487597,7630065.99063343 12981114.177121,7630197.23204075 12980955.002768,7630388.94804533 12981122.6371263)",
"LINESTRING (7630226.13162581 12981526.727009,7630324.36847596 12981407.8654973,7630385.16773996 12981454.9002354,7630477.92495349 12981333.6019146,7630647.68645494 12981476.0896725,7630426.09361329 12981743.4391274,7630226.13162581 12981526.727009)",
"LINESTRING (7630324.36847596 12981407.8654973,7630223.19901747 12981327.4789807,7630136.30280027 12981429.3712673,7630226.13162581 12981526.727009,7630324.36847596 12981407.8654973)",
